"MMM YYYY","RON/USD","RUB/USD","SAR/USD","XAG/USD","SGD/USD","SKK/USD","SIT/USD","ZAR/USD","KRW/USD","ESP/USD","XDR/USD","LKR/USD","SDD/USD","SEK/USD","CHF/USD","TWD/USD","THB/USD","TTD/USD","TND/USD","TRY/USD"
"Dec 2000",2.50919,27.7205,3.7480,0.216032,1.7362,48.618,,7.6462,1213.93,185.608,0.77292,81.987,256.5194,9.6659,1.6881,33.067,43.270,6.2400,1.4237,0.6771742
"Jan 2001",2.56244,28.2188,3.7515,0.213838,1.7375,46.711,,7.7770,1272.53,177.415,0.76818,85.622,256.4823,9.4886,1.6301,32.635,43.140,6.2402,1.3733,0.6717824
"Feb 2001",2.65920,28.3377,3.7474,0.220735,1.7430,47.386,,7.8155,1251.68,180.764,0.77354,86.640,256.6150,9.7540,1.6685,32.281,42.643,6.2387,1.3882,0.7511023
"Mar 2001",2.73104,28.5077,3.7509,0.228469,1.7730,48.077,,7.8943,1289.88,183.254,0.78195,85.510,257.0768,10.0507,1.6908,32.570,43.968,6.2401,1.4069,0.9565108
"Apr 2001",2.78195,28.6234,3.7491,0.228819,1.8118,48.570,,8.0773,1326.77,186.357,0.78844,87.959,256.7306,10.2019,1.7128,32.895,45.476,6.2186,1.4282,1.2159532
"May 2001",2.84272,29.0446,3.7516,0.225781,1.8140,49.361,,7.9753,1297.59,190.289,0.79209,90.659,257.4178,10.3623,1.7539,33.157,45.509,6.1740,1.4551,1.1385288
"Jun 2001",2.89228,28.9769,3.7509,0.229912,1.8167,50.077,,8.0564,1293.99,195.058,0.79996,90.190,257.2866,10.7918,1.7852,34.278,45.247,6.1686,1.4940,1.1803481
"Jul 2001",2.92892,29.0429,3.7503,0.235764,1.8230,49.444,,8.2091,1301.33,193.165,0.79881,90.149,257.4761,10.7550,1.7568,34.763,45.630,6.1011,1.4820,1.3309796
"Aug 2001",2.97755,29.2783,3.7513,0.238441,1.7599,47.767,,8.3117,1280.38,184.411,0.78360,89.829,257.4809,10.3262,1.6789,34.601,44.865,6.0894,1.4371,1.4063842
"Sep 2001",3.02193,29.4578,3.7509,0.229288,1.7491,47.786,,8.6717,1292.37,182.508,0.77729,90.102,257.4985,10.6264,1.6339,34.565,44.342,6.0647,1.4294,1.4916951
"Oct 2001",3.03688,29.5703,3.7509,0.228948,1.8111,48.136,,9.2750,1298.42,183.828,0.78232,90.801,257.2864,10.5643,1.6352,34.536,44.729,6.0685,1.4401,1.6087735
"Nov 2001",3.11380,29.8323,3.7494,0.243089,1.8300,48.577,,9.7455,1277.07,187.424,0.78875,92.560,258.7007,10.6115,1.6511,34.449,44.389,6.0976,1.4574,1.5204586
"Dec 2001",3.13196,30.1952,3.7506,0.229126,1.8372,48.291,,11.6384,1286.00,186.549,0.79137,93.055,258.7398,10.5590,1.6546,34.609,43.926,6.1146,1.4563,1.4555685
"Jan 2002",3.18901,30.5816,3.7521,0.223113,1.8389,48.103,,11.5925,1311.68,188.396,0.79838,93.339,259.1958,10.4540,1.6701,34.976,44.013,6.1464,1.4707,1.3686397
"Feb 2002",3.22327,30.8523,3.7498,0.226022,1.8309,48.458,,11.4866,1314.97,191.092,0.80311,93.496,258.7581,10.5484,1.6971,35.021,43.827,6.1427,1.4841,1.3643891
"Mar 2002",3.25705,31.1043,3.7514,0.220357,1.8286,47.816,,11.4828,1317.65,189.745,0.79939,94.698,258.8524,10.3312,1.6738,34.971,43.387,6.1141,1.4848,1.3599868
"Apr 2002",3.29368,31.2011,3.7511,0.219080,1.8284,47.065,,11.0683,1313.22,187.784,0.79550,95.878,258.9551,10.3052,1.6539,34.867,43.421,6.1202,1.4829,1.3225476
"May 2002",3.33137,31.2758,3.7506,0.212433,1.8003,46.800,,10.1531,1256.88,181.477,0.78278,96.171,258.7272,10.0603,1.5890,34.403,42.810,6.1160,1.4518,1.4008454
"Jun 2002",3.32318,31.4446,3.7523,0.205283,1.7829,46.296,,10.1704,1215.42,174.047,0.76882,96.256,258.5388,9.5347,1.5396,33.839,42.139,6.1034,1.4134,1.5373055
"Jul 2002",3.28361,31.5467,3.7492,0.203980,1.7521,44.830,,10.1003,1175.17,167.569,0.75115,96.119,259.2522,9.3524,1.4721,33.232,41.240,6.0867,1.3680,1.6673580
"Aug 2002",3.29446,31.5887,3.7510,0.221443,1.7551,44.824,,10.5777,1192.92,170.170,0.75692,96.139,258.6774,9.4546,1.4978,33.844,42.170,5.9953,1.3860,1.6388483
"Sep 2002",3.29776,31.6603,3.7509,0.219605,1.7677,43.709,,10.5863,1206.86,169.650,0.75674,96.062,258.7816,9.3372,1.4928,34.525,42.876,6.0309,1.3878,1.6566722
"Oct 2002",3.30940,31.7209,3.7515,0.227379,1.7838,42.537,,10.2968,1236.60,169.554,0.75885,96.251,259.1876,9.2813,1.4929,34.900,43.624,6.1157,1.3906,1.6582954
"Nov 2002",3.34580,31.8350,3.7503,0.222602,1.7648,41.517,,9.6263,1207.97,166.220,0.75153,96.299,258.7817,9.0659,1.4663,34.633,43.334,6.1517,1.3721,1.6037760
"Dec 2002",3.34689,31.8607,3.7516,0.216526,1.7535,40.977,,8.9458,1206.14,163.388,0.74677,96.573,258.7253,8.9359,1.4404,34.748,43.305,6.1600,1.3615,1.5912999
"Jan 2003",3.34156,31.8383,3.7537,0.207605,1.7358,39.189,,8.6881,1175.16,156.616,0.73229,96.679,259.5518,8.6365,1.3762,34.512,42.758,6.1875,1.3256,1.6654777
"Feb 2003",3.28349,31.6625,3.7507,0.215819,1.7454,38.912,,8.2764,1189.90,154.301,0.72967,96.837,258.7544,8.4809,1.3605,34.698,42.896,6.2105,1.3119,1.6337381
"Mar 2003",3.30545,31.4438,3.7513,0.221864,1.7544,38.653,,8.0410,1236.17,154.119,0.73012,96.908,257.4708,8.5435,1.3612,34.668,42.763,6.1553,1.3162,1.6734698
"Apr 2003",3.34862,31.1965,3.7526,0.222127,1.7774,37.764,,7.6569,1231.95,153.206,0.73008,96.971,263.9270,8.4316,1.3780,34.774,42.916,6.1500,1.3211,1.6271074
"May 2003",3.24286,30.9171,3.7504,0.211287,1.7358,35.623,,7.6565,1200.46,143.914,0.71012,97.191,253.5441,7.9139,1.3106,34.660,42.191,6.1445,1.2705,1.4921620
"Jun 2003",3.25295,30.4714,3.7518,0.220990,1.7348,35.572,,7.8587,1193.78,142.526,0.70658,97.202,260.0325,7.8098,1.3194,34.581,41.655,6.1358,1.2612,1.4249939
"Jul 2003",3.25563,30.3594,3.7509,0.207283,1.7549,36.800,,7.5417,1180.57,146.454,0.71547,97.131,258.9041,8.0940,1.3613,34.342,41.775,6.1379,1.2860,1.3987800
"Aug 2003",3.31486,30.3639,3.7531,0.200436,1.7525,37.617,,7.3760,1178.09,149.298,0.72163,96.921,259.8652,8.2870,1.3825,34.271,41.622,6.1427,1.2982,1.3954834
"Sep 2003",3.35494,30.5987,3.7507,0.194008,1.7461,36.804,208.81,7.3014,1164.83,147.716,0.71487,95.213,259.7130,8.0415,1.3741,33.948,40.459,6.1499,1.2917,1.3727445
"Oct 2003",3.29314,30.1206,3.7475,0.200140,1.7345,35.253,201.15,6.9562,1168.89,142.035,0.69778,94.488,259.4223,7.6929,1.3220,33.824,39.741,6.1498,1.2643,1.4325584
"Nov 2003",3.38699,29.7953,3.7510,0.192863,1.7278,35.075,201.52,6.6971,1186.89,141.990,0.69685,95.850,259.0984,7.6737,1.3301,34.000,39.914,6.1502,1.2661,1.4726167
"Dec 2003",3.29039,29.4232,3.7512,0.178212,1.7108,33.473,192.59,6.5238,1191.55,135.387,0.68133,96.214,257.4282,7.3393,1.2648,34.011,39.731,6.1498,1.2306,1.4312648
"Jan 2004",3.25647,28.8211,3.7482,0.158663,1.6968,32.274,187.99,6.9469,1183.11,131.792,0.67032,97.880,258.2563,7.2387,1.2403,33.630,39.103,6.1500,1.2107,1.3470459
"Feb 2004",3.25098,28.5079,3.7501,0.155505,1.6860,32.058,187.71,6.7415,1166.84,131.568,0.66819,98.410,259.3376,7.2586,1.2442,33.169,39.082,6.1500,1.2140,1.3309276
"Mar 2004",3.25880,28.5318,3.7503,0.138331,1.6992,32.918,194.07,6.6062,1165.66,135.695,0.67903,97.382,263.4572,7.5315,1.2775,33.206,39.442,6.1498,1.2462,1.3210783
"Apr 2004",3.38972,28.7280,3.7518,0.143987,1.6847,33.497,198.91,6.5803,1152.90,138.843,0.68481,97.956,264.9822,7.6507,1.2974,32.930,39.442,6.1500,1.2671,1.3673431
"May 2004",3.37914,28.9927,3.7515,0.171061,1.7114,33.439,198.80,6.7838,1176.30,138.545,0.68868,98.845,258.9659,7.6010,1.2821,33.395,40.534,6.1501,1.2718,1.5136202
"Jun 2004",3.35788,29.0319,3.7495,0.171423,1.7131,32.868,197.10,6.4135,1158.59,136.988,0.68201,100.854,261.1965,7.5318,1.2500,33.531,40.801,6.1497,1.2627,1.4937465
"Jul 2004",3.33591,29.0808,3.7502,0.157986,1.7120,32.533,195.49,6.1243,1158.37,135.601,0.67890,102.929,257.5708,7.4972,1.2445,33.778,40.944,6.1501,1.2554,1.4537120
"Aug 2004",3.36395,29.2262,3.7499,0.149842,1.7138,32.820,196.39,6.4663,1157.16,136.397,0.68196,103.351,258.8978,7.5279,1.2614,33.988,41.483,6.1498,1.2588,1.4799756
"Sep 2004",3.36494,29.2187,3.7529,0.156771,1.6945,32.765,196.34,6.5278,1148.22,136.101,0.68257,103.282,259.2696,7.4333,1.2625,33.867,41.452,6.1502,1.2641,1.5038452
"Oct 2004",3.28919,29.0510,3.7490,0.140490,1.6766,31.989,191.88,6.3782,1141.49,133.052,0.67535,103.879,257.3913,7.2436,1.2330,33.764,41.291,6.1497,1.2517,1.4894980
"Nov 2004",3.07814,28.5611,3.7516,0.133526,1.6505,30.420,184.36,6.0287,1085.62,127.937,0.66006,104.720,255.9563,6.9189,1.1700,32.760,40.271,6.1501,1.2258,1.4494529
"Dec 2004",2.88585,27.9178,3.7573,0.142079,1.6416,29.069,179.26,5.7461,1051.30,124.321,0.64978,104.845,256.0056,6.7088,1.1479,32.203,39.235,6.1502,1.2125,1.3991685
"Jan 2005",2.91194,27.9718,3.7494,0.151005,1.6377,29.436,183.00,5.9931,1038.34,127.018,0.65660,98.786,256.1467,6.9136,1.1813,31.869,38.728,6.2234,1.2305,1.3552685
"Feb 2005",2.82547,27.9624,3.7545,0.143068,1.6383,29.217,184.18,6.0069,1023.40,127.860,0.65914,99.352,250.9311,6.9812,1.1914,31.506,38.464,6.2368,1.2375,1.3143541
"Mar 2005",2.75211,27.6391,3.7513,0.137918,1.6307,29.007,181.71,6.0328,1007.92,126.125,0.65525,99.479,249.7095,6.8915,1.1748,31.073,38.592,6.2465,1.2324,1.3117893
"Apr 2005",2.80290,27.7960,3.7485,0.140502,1.6512,30.287,185.15,6.1519,1010.13,128.564,0.66191,99.721,249.2729,7.0840,1.1956,31.491,39.526,6.2372,1.2522,1.3615933
"May 2005",2.85142,27.9499,3.7514,0.142360,1.6516,30.752,188.81,6.3370,1002.19,131.114,0.66793,99.859,248.9854,7.2437,1.2176,31.262,39.829,6.2375,1.2698,1.3697515
"Jun 2005",2.97275,28.5190,3.7504,0.136701,1.6728,31.671,196.94,6.7464,1012.17,136.886,0.68176,99.995,247.4400,7.6252,1.2665,31.352,40.929,6.2196,1.3122,1.3591042
"Jul 2005",2.95707,28.6997,3.7493,0.142472,1.6817,32.289,198.93,6.7014,1036.98,138.279,0.68996,100.349,247.0126,7.8309,1.2951,31.893,41.718,6.2382,1.3313,1.3380885
"Aug 2005",2.84676,28.4730,3.7487,0.142171,1.6628,31.459,194.80,6.4613,1021.58,135.293,0.68142,100.802,243.4687,7.5926,1.2624,32.091,41.130,6.2203,1.3140,1.3467517
"Sep 2005",2.87190,28.3917,3.7513,0.139789,1.6822,31.471,195.75,6.3687,1029.96,136.012,0.68272,101.392,240.5550,7.6320,1.2670,32.940,41.055,6.2247,1.3208,1.3419031
"Oct 2005",2.99463,28.5595,3.7507,0.130247,1.6918,32.387,199.24,6.5912,1046.90,138.411,0.69176,101.568,235.8411,7.8454,1.2881,33.494,40.914,6.2287,1.3405,1.3573562
"Nov 2005",3.09970,28.7765,3.7513,0.127208,1.6984,32.815,203.20,6.6538,1041.23,141.157,0.70076,101.905,232.9698,8.1145,1.3113,33.591,41.124,6.2384,1.3676,1.3588495
"Dec 2005",3.08419,28.8081,3.7499,0.115829,1.6745,31.951,202.11,6.3526,1023.07,140.281,0.69865,102.026,230.7093,7.9539,1.3049,33.314,41.108,6.2372,1.3592,1.3525541
"Jan 2006",3.00471,28.3293,3.7523,0.109157,1.6315,30.903,197.54,6.0758,982.06,137.226,0.68992,102.113,230.2930,7.6747,1.2775,32.058,39.540,6.2353,1.3358,1.3328918
"Feb 2006",2.96459,28.1998,3.7497,0.104933,1.6288,31.322,200.59,6.1138,969.86,139.367,0.69652,102.215,229.7391,7.8255,1.3054,32.332,39.378,6.2381,1.3571,1.3246792
"Mar 2006",2.91565,27.8645,3.7506,0.096496,1.6213,31.153,199.16,6.2457,974.93,138.342,0.69443,102.650,227.2685,7.8136,1.3052,32.485,38.963,6.2863,1.3552,1.3362751
"Apr 2006",2.84092,27.5439,3.7521,0.079540,1.6006,30.429,195.12,6.0822,952.63,135.491,0.68789,102.654,224.3999,7.5971,1.2822,32.310,37.967,6.3055,1.3406,1.3346670
"May 2006",2.74278,27.0483,3.7508,0.073887,1.5757,29.416,187.77,6.3136,940.94,130.382,0.67007,102.884,221.9250,7.3080,1.2200,31.754,37.960,6.2888,1.3136,1.4339869
"Jun 2006",2.80495,26.9998,3.7504,0.092708,1.5917,30.057,189.32,6.9799,954.69,131.439,0.67528,103.543,219.0560,7.2968,1.2322,32.472,38.375,6.2913,1.3287,1.6028106
"Jul 2006",2.81540,26.9139,3.7495,0.089119,1.5836,30.236,188.99,7.0726,951.14,131.224,0.67564,103.967,216.1257,7.2663,1.2377,32.641,37.980,6.2823,1.3279,1.5479252
"Aug 2006",2.75272,26.7578,3.7485,0.082248,1.5758,29.401,187.09,6.9611,961.21,129.922,0.67118,103.678,213.1874,7.1938,1.2323,32.785,37.606,6.2543,1.3217,1.4683865
"Sep 2006",2.77186,26.7584,3.7496,0.086493,1.5807,29.476,188.36,7.4492,952.41,130.796,0.67408,102.582,210.2594,7.2880,1.2456,32.911,37.444,6.2633,1.3272,1.4836409
"Oct 2006",2.78861,26.8621,3.7505,0.086471,1.5777,29.131,189.95,7.6325,952.95,131.882,0.67744,105.843,207.2143,7.3364,1.2602,33.195,37.298,6.3326,1.3359,1.4750135
"Nov 2006",2.71028,26.5881,3.7503,0.077440,1.5556,27.813,185.90,7.2458,935.52,129.059,0.66952,107.722,204.7320,7.0590,1.2347,32.815,36.518,6.3283,1.3153,1.4576198
"Dec 2006",2.58309,26.2928,3.7514,0.074981,1.5403,26.455,181.45,7.0365,925.14,125.966,0.66137,107.822,202.4963,6.8399,1.2094,32.521,35.743,6.3302,1.2989,1.4307311
"Jan 2007",2.61189,26.4976,3.7517,0.077995,1.5377,26.756,184.49,7.1925,936.94,128.098,0.66781,108.508,201.1083,6.9925,1.2434,32.758,35.302,6.3296,1.3131,1.4264322
"Feb 2007",2.58455,26.3089,3.7507,0.071930,1.5334,26.359,183.18,7.1774,937.07,127.185,0.66607,108.672,200.9500,7.0233,1.2391,32.969,33.972,6.3123,1.3110,1.3974090
"Mar 2007",2.54245,26.1009,3.7482,0.075651,1.5244,25.505,180.93,7.3520,943.22,125.623,0.66140,109.219,200.5917,7.0191,1.2180,33.016,32.785,6.2900,1.3042,1.4085885
"Apr 2007",2.46576,25.8247,3.7507,0.072812,1.5152,24.757,177.27,7.1030,930.76,123.081,0.65565,109.338,200.5150,6.8338,1.2119,33.143,32.526,6.2915,1.2945,1.3595824
"May 2007",2.43063,25.8219,3.7494,0.076019,1.5232,24.962,177.29,7.0194,927.45,123.094,0.65703,110.815,200.5617,6.8113,1.2211,33.266,32.968,6.2821,1.2970,1.3345583
"Jun 2007",2.40060,25.9112,3.7504,0.076090,1.5372,25.322,178.57,7.1539,928.20,123.983,0.65991,110.977,200.5604,6.9506,1.2331,32.973,32.406,6.3010,1.3040,1.3194511
"Jul 2007",2.28420,25.5284,3.7483,0.077314,1.5158,24.272,174.59,6.9760,918.42,121.224,0.65149,111.677,200.5215,6.6924,1.2072,32.809,30.437,6.3060,1.2819,1.2809837
"Aug 2007",2.31281,25.9963,3.7469,0.077543,1.5175,25.787,174.58,7.0958,928.48,121.217,0.64997,109.563,200.5257,6.7311,1.1991,32.760,31.981,6.2866,1.2909,1.2883077
